Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
TLND,Talend S.A.,60.59,1672638754.45,27605855.0,2016.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tlnd,
TNDM,"Tandem Diabetes Care, Inc.",38.37,2195732612.28,,2013.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tndm,
TLF,"Tandy Leather Factory, Inc.",7.65,70029691.2,,,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tlf,
TANH,Tantech Holdings Ltd.,1.63,46786284.46,,2015.0,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/tanh,
TAOP,Taoping Inc.,1.35,55026220.05,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/taop,
TPIV,TapImmune Inc.,7.33,100498287.52,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tpiv,
TEDU,"Tarena International, Inc.",8.8,306834712.8,34867581.0,2014.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tedu,
TATT,TAT Technologies Ltd.,7.2499,66137219.9999,,,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/tatt,
TAYD,"Taylor Devices, Inc.",12.5,43265837.5,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tayd,
CGBD,"TCG BDC, Inc.",17.04,1066169813.04,,2017.0,,,https://www.nasdaq.com/symbol/cgbd,
AMTD,TD Ameritrade Holding Corporation,57.28,32515021613.76,,1997.0,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/amtd,
PETZ,"TDH Holdings, Inc.",2.65,24972937.5,,2017.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/petz,
TECD,Tech Data Corporation,86.55,3316728854.25,,1986.0,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/tecd,
TCCO,Technical Communications Corporation,4.95,9152673.75,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/tcco,
TTGT,"TechTarget, Inc.",23.97,661110673.38,,2007.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ttgt,
TGLS,Tecnoglass Inc.,9.49,351525438.81,,2012.0,Consumer Durables,Electronic Components,https://www.nasdaq.com/symbol/tgls,
TGEN,Tecogen Inc.,3.25,80663849.5,,2014.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tgen,
TNAV,"Telenav, Inc.",5.65,253521150.0,,2010.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tnav,
TLGT,"Teligent, Inc.",4.27,228606781.76,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tlgt,
TELL,Tellurian Inc.,8.89,2138245149.46,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tell,
TENB,"Tenable Holdings, Inc.",33.53,3053894092.62,,2018.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/tenb,
TENX,"Tenax Therapeutics, Inc.",5.31,7781783.76,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/tenx,
TZACU,Tenzing Acquisition Corp.,10.03,0.0,,2018.0,,,https://www.nasdaq.com/symbol/tzacu,
TERP,"TerraForm Power, Inc.",11.1,2320584159.6,,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/terp,
TBNK,Territorial Bancorp Inc.,30.05,292677894.85,,2009.0,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tbnk,
TSRO,"TESARO, Inc.",30.1,1652793377.9,,2012.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tsro,
TSLA,"Tesla, Inc. ",322.82,55070878746.08,,2010.0,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/tsla,
TESS,TESSCO Technologies Incorporated,17.7,149151793.5,,1994.0,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/tess,
TTEK,"Tetra Tech, Inc.",69.7,3856768648.0,,1991.0,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/ttek,
TTPH,"Tetraphase Pharmaceuticals, Inc.",3.1,163861613.5,,2013.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ttph,
TCBI,"Texas Capital Bancshares, Inc.",92.6,4644698953.6,,2003.0,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbi,
TCBIL,"Texas Capital Bancshares, Inc.",25.75,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbil,
TCBIP,"Texas Capital Bancshares, Inc.",25.54,153240000.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbip,
TCBIW,"Texas Capital Bancshares, Inc.",77.0,0.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbiw,
TXN,Texas Instruments Incorporated,113.64,110480247982.08,,,Technology,Semiconductors,https://www.nasdaq.com/symbol/txn,
TXRH,"Texas Roadhouse, Inc.",66.82,4775984557.5,,2004.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/txrh,
TFSL,TFS Financial Corporation,15.36,4306518942.72,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/tfsl,
TGTX,"TG Therapeutics, Inc.",12.5,1035232600.0,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tgtx,
ANDE,"The Andersons, Inc.",40.55,1147565000.0,,,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/ande,
TBBK,"The Bancorp, Inc.",9.82,554300584.16,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tbbk,
BPRN,The Bank of Princeton,33.27,220952025.33,,,,,https://www.nasdaq.com/symbol/bprn,
CG,The Carlyle Group L.P.,24.05,8056174748.05,,2012.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/cg,
TCGP,The Carlyle Group L.P.,24.08,0.0,,,Finance,Investment Managers,https://www.nasdaq.com/symbol/tcgp,
CAKE,The Cheesecake Factory Incorporated,52.84,2421647266.08,,1992.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cake,
CHEF,"The Chefs&#39; Warehouse, Inc.",28.95,867685318.05,,2011.0,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/chef,
TCFC,The Community Financial Corporation,33.67,187713280.3,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcfc,
DSGX,The Descartes Systems Group Inc.,33.8,2596340240.0,,,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dsgx,
DXYN,"The Dixie Group, Inc.",1.4,23032648.8,,,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/dxyn,
ENSG,"The Ensign Group, Inc.",38.79,2020454497.26,,2007.0,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg,
XONE,The ExOne Company,8.48,137393969.12,,2013.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/xone,
FBMS,"The First Bancshares, Inc.",41.0,535704073.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/fbms,
FLIC,The First of Long Island Corporation,21.9,556717053.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/flic,
GT,The Goodyear Tire & Rubber Company,23.58,5588831267.1,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/gt,
HABT,"The Habit Restaurants, Inc.",16.2,421989118.2,,2014.0,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/habt,
HCKT,"The Hackett Group, Inc.",20.31,598370031.33,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/hckt,
HAIN,"The Hain Celestial Group, Inc.",28.52,3091090147.4,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/hain,
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.5,39868783.5,,,,,https://www.nasdaq.com/symbol/cuba,
INTG,The Intergroup Corporation,28.4,66742754.8,,,Consumer Services,Building operators,https://www.nasdaq.com/symbol/intg,
JYNT,The Joint Corp.,9.0,123533946.0,,2014.0,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/jynt,
KEYW,The KEYW Holding Corporation,8.0,399031120.0,,2010.0,Technology,EDP Services,https://www.nasdaq.com/symbol/keyw,
KHC,The Kraft Heinz Company,59.03,71972223075.93,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/khc,
OLD,The Long-Term Care ETF,27.11,2711027.11,,,,,https://www.nasdaq.com/symbol/old,
LOVE,The Lovesac Company,20.42,263967726.82,,2018.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/love,
MSG,The Madison Square Garden Company,296.49,7016878509.57,,2015.0,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/msg,
MDCO,The Medicines Company,38.92,2871966425.44,,2000.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdco,
MEET,"The Meet Group, Inc.",4.53,332315241.69,,,Consumer Services,Advertising,https://www.nasdaq.com/symbol/meet,
MIK,"The Michaels Companies, Inc.",20.67,3763476359.76,,2014.0,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik,
MIDD,The Middleby Corporation,119.26,6645599398.24,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd,
NAVG,"The Navigators Group, Inc.",69.5,2068684527.5,,1986.0,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/navg,
SLIM,The Obesity ETF,38.2452,3824558.2452,,,,,https://www.nasdaq.com/symbol/slim,
STKS,"The ONE Group Hospitality, Inc.",3.01,83352257.8,,,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/stks,
ORG,The Organics ETF,32.28,0.0,,,,,https://www.nasdaq.com/symbol/org,
PRSC,The Providence Service Corporation,66.91,857071199.74,,2003.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/prsc,
RMR,The RMR Group Inc.,90.05,2807260393.15,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/rmr,
SMPL,The Simply Good Foods Company,17.98,1269074662.54,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smpl,
SMPLW,The Simply Good Foods Company,6.47,0.0,,,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/smplw,
TSG,The Stars Group Inc.,27.85,7574654891.95,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/tsg,
TTD,"The Trade Desk, Inc.",138.35,5937523646.45,,2016.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ttd,
ULTI,"The Ultimate Software Group, Inc.",300.25,9367770275.25,,1998.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ulti,
YORW,The York Water Company,30.35,391972192.4,,,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/yorw,
NCTY,The9 Limited,0.948,8432785.163999999,8895343.0,2004.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ncty,
TXMD,"TherapeuticsMD, Inc.",6.06,1426599683.34,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/txmd,
TRPX,Therapix Biosciences Ltd.,4.0,7771412.0,1942853.0,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trpx,
TBPH,"Theravance Biopharma, Inc.",27.71,1526935359.17,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tbph,
TST,"TheStreet, Inc.",2.13,105651525.15,,,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/tst,
TCRD,"THL Credit, Inc.",8.47,276745307.3,,2010.0,,,https://www.nasdaq.com/symbol/tcrd,
TBRG,"Thunder Bridge Acquisition, Ltd.",9.72,75806124.48,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tbrg,
TBRGU,"Thunder Bridge Acquisition, Ltd.",10.1496,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgu,
TBRGW,"Thunder Bridge Acquisition, Ltd.",0.47,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tbrgw,
TIBR,Tiberius Acquisition Corporation,9.65,54321181.7,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tibr,
TIBRU,Tiberius Acquisition Corporation,10.2,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tibru,
TIBRW,Tiberius Acquisition Corporation,0.59,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tibrw,
TTS,"Tile Shop Hldgs, Inc.",7.95,419007476.85,,,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/tts,
TLRY,"Tilray, Inc.",43.86,4026086682.12,,2018.0,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/tlry,
TSBK,"Timberland Bancorp, Inc.",36.16,267436720.32,,,Finance,Banks,https://www.nasdaq.com/symbol/tsbk,
TIPT,Tiptree Inc.,6.55,239480648.05,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/tipt,
TITN,Titan Machinery Inc.,15.72,347092349.52,,2007.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/titn,
TMDI,Titan Medical Inc.,1.9194,41604624.5706,,,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/tmdi,
TTNP,"Titan Pharmaceuticals, Inc.",0.7499,15900687.6256,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ttnp,
TVTY,"Tivity Health, Inc.",32.95,1318219479.95,,,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/tvty,
TIVO,TiVo Corporation,13.0,1609088000.0,,,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/tivo,
TKKSU,TKK Symphony Acquisition Corporation,10.03,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tkksu,
TMUS,"T-Mobile US, Inc.",65.41,55417410714.34,,,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tmus,
TMSR,TMSR Holding Company Limited,4.06,97721873.62,,2015.0,Finance,Business Services,https://www.nasdaq.com/symbol/tmsr,
TOCA,Tocagen Inc.,9.0,179560422.0,,2017.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/toca,
TNXP,Tonix Pharmaceuticals Holding Corp.,1.04,9893708.24,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tnxp,
TISA,"Top Image Systems, Ltd.",1.02,18616756.44,,1996.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tisa,
TOPS,TOP Ships Inc.,0.914,15513885.938,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/tops,
TRCH,"Torchlight Energy Resources, Inc.",1.13,79170484.88,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/trch,
TRMD,TORM plc,6.6,487740000.0,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/trmd,
TOTAU,Tottenham Acquisition I Limited,10.23,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/totau,
TSEM,Tower Semiconductor Ltd.,20.92,2073455800.72,,1994.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsem,
CLUB,"Town Sports International Holdings, Inc.",9.85,267829074.65,,2006.0,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/club,
TOWN,Towne Bank,32.8,2372958180.8,,,,,https://www.nasdaq.com/symbol/town,
TPIC,"TPI Composites, Inc.",28.82,991768336.46,,2016.0,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/tpic,
TCON,"TRACON Pharmaceuticals, Inc.",2.05,61173730.2,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tcon,
TSCO,Tractor Supply Company,88.58,10789458288.66,,1994.0,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/tsco,
TWMC,Trans World Entertainment Corp.,1.0,36212570.0,,,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/twmc,
TACT,TransAct Technologies Incorporated,14.55,107346669.9,,1996.0,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/tact,
TRNS,"Transcat, Inc.",24.5,176398701.5,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/trns,
TGA,TransGlobe Energy Corporation,3.49,251996737.81,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tga,
TBIO,"Translate Bio, Inc.",10.86,490238753.4,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/tbio,
TA,TravelCenters of America LLC,4.15,165050289.1,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/ta,
TANNI,TravelCenters of America LLC,24.7399,0.0,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tanni,
TANNL,TravelCenters of America LLC,23.528000000000002,0.0,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannl,
TANNZ,TravelCenters of America LLC,23.766,0.0,,,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/tannz,
TZOO,Travelzoo,12.9,158465728.5,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tzoo,
TRMT,Tremont Mortgage Trust,12.58,39538172.62,,2017.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/trmt,
TRVN,"Trevena, Inc.",1.57,119449179.6,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/trvn,
TCDA,"Tricida, Inc.",27.0,1136590029.0,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tcda,
TCBK,TriCo Bancshares,39.08,1188467155.8,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tcbk,
TDAC,Trident Acquisitions Corp.,9.8,68932278.8,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tdac,
TDACU,Trident Acquisitions Corp.,10.09,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tdacu,
TDACW,Trident Acquisitions Corp.,0.33,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tdacw,
TRIL,Trillium Therapeutics Inc.,5.3,76449839.4,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tril,
TRS,TriMas Corporation,30.55,1400625452.85,,2007.0,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/trs,
TRMB,Trimble Inc.,41.0,10248208013.0,,1990.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trmb,
TRIB,Trinity Biotech plc,3.95,94624521.25,23955575.0,1992.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/trib,
TMCX,Trinity Merger Corp.,9.79,103161126.42,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tmcx,
TMCXU,Trinity Merger Corp.,10.24,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxu,
TMCXW,Trinity Merger Corp.,0.45,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/tmcxw,
TRIP,"TripAdvisor, Inc.",53.38,7342273859.78,,,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/trip,
TSC,"TriState Capital Holdings, Inc.",29.5,854006798.5,,2013.0,Finance,Major Banks,https://www.nasdaq.com/symbol/tsc,
TSCAP,"TriState Capital Holdings, Inc.",26.456999999999997,765913826.031,,,Finance,Major Banks,https://www.nasdaq.com/symbol/tscap,
TBK,"Triumph Bancorp, Inc.",42.0,1103171286.0,,2014.0,Finance,Major Banks,https://www.nasdaq.com/symbol/tbk,
TRVG,trivago N.V.,4.36,135139603.92,30995322.0,2016.0,Technology,EDP Services,https://www.nasdaq.com/symbol/trvg,
TRNC,"tronc, Inc.",16.47,584038371.33,,,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/trnc,
TROV,"TrovaGene, Inc.",0.8399,14856800.4427,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/trov,
TRUE,"TrueCar, Inc.",12.45,1270787099.85,,2014.0,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/true,
THST,"Truett-Hurst, Inc.",1.7075,7677584.2175,,2013.0,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/thst,
TRUP,"Trupanion, Inc.",37.26,1232539599.06,,,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/trup,
TRST,TrustCo Bank Corp NY,9.4,907485503.4,,,Finance,Major Banks,https://www.nasdaq.com/symbol/trst,
TRMK,Trustmark Corporation,35.89,2426930933.41,,,Finance,Major Banks,https://www.nasdaq.com/symbol/trmk,
TSRI,"TSR, Inc.",8.1629,16016115.8998,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tsri,
TTEC,"TTEC Holdings, Inc.",25.3,1168157823.8,,1996.0,Technology,Professional Services,https://www.nasdaq.com/symbol/ttec,
TTMI,"TTM Technologies, Inc.",17.98,1864068642.74,,2000.0,Technology,Electrical Products,https://www.nasdaq.com/symbol/ttmi,
TCX,Tucows Inc.,54.8,581369035.2,,,Technology,EDP Services,https://www.nasdaq.com/symbol/tcx,
TUES,Tuesday Morning Corp.,3.15,144640222.65,,1999.0,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tues,
TOUR,Tuniu Corporation,7.91,281683555.79,35611069.0,2014.0,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/tour,
HEAR,Turtle Beach Corporation,26.6,366974424.6,,,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/hear,
TWLV,Twelve Seas Investment Company,9.5676,256210760.4,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/twlv,
TWLVR,Twelve Seas Investment Company,0.41,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/twlvr,
TWLVU,Twelve Seas Investment Company,10.35,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/twlvu,
TWLVW,Twelve Seas Investment Company,0.35,0.0,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/twlvw,
FOX,"Twenty-First Century Fox, Inc.",44.58,82587755740.74,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/fox,
FOXA,"Twenty-First Century Fox, Inc.",45.17,55149857948.03,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/foxa,
TWIN,"Twin Disc, Incorporated",25.53,294965578.05,,,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/twin,
TRCB,Two River Bancorp,17.22,147365281.56,,,Finance,Major Banks,https://www.nasdaq.com/symbol/trcb,
TYME,"Tyme Technologies, Inc.",2.33,235857696.07,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/tyme,
USCR,"U S Concrete, Inc.",48.7,819034846.8,,,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/uscr,
PRTS,"U.S. Auto Parts Network, Inc.",1.5,48300000.0,,2007.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/prts,
USEG,U.S. Energy Corp.,0.93,12191402.55,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/useg,
GROW,"U.S. Global Investors, Inc.",1.63,24685636.06,,,Finance,Investment Managers,https://www.nasdaq.com/symbol/grow,
USAU,U.S. Gold Corp.,1.12,19744398.24,,,,,https://www.nasdaq.com/symbol/usau,
UBNT,"Ubiquiti Networks, Inc.",83.06,6152198632.86,,2011.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/ubnt,
UFPT,"UFP Technologies, Inc.",36.35,267520405.85,,1993.0,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/ufpt,
ULTA,"Ulta Beauty, Inc.",241.67,14543690449.86,,2007.0,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ulta,
UCTT,"Ultra Clean Holdings, Inc.",14.03,546261150.63,,2004.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/uctt,
UPL,Ultra Petroleum Corp.,1.24,244348097.08,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/upl,
RARE,Ultragenyx Pharmaceutical Inc.,75.97,3812353661.29,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rare,
ULBI,Ultralife Corporation,8.55,136336393.35,,1992.0,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ulbi,
UMBF,UMB Financial Corporation,75.56,3785308012.08,,,Finance,Major Banks,https://www.nasdaq.com/symbol/umbf,
UMPQ,Umpqua Holdings Corporation,21.61,4758633161.84,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/umpq,
UNAM,Unico American Corporation,7.2,38211357.6,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/unam,
UBSH,Union Bankshares Corporation,42.09,2777064022.92,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsh,
UNB,"Union Bankshares, Inc.",52.75,235571319.25,,,Finance,Major Banks,https://www.nasdaq.com/symbol/unb,
QURE,uniQure N.V.,39.41,1463706237.98,,2014.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/qure,
UBCP,"United Bancorp, Inc.",13.4,72144769.2,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubcp,
UBOH,"United Bancshares, Inc.",23.35,76310391.85,,,Finance,Major Banks,https://www.nasdaq.com/symbol/uboh,
UBSI,"United Bankshares, Inc.",39.5,4100936136.0,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubsi,
UCBA,United Community Bancorp,27.5,115984522.5,,,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ucba,
UCBI,"United Community Banks, Inc.",30.53,2416175890.14,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ucbi,
UCFC,United Community Financial Corp.,10.4,519266758.4,,,Finance,Banks,https://www.nasdaq.com/symbol/ucfc,
UBNK,"United Financial Bancorp, Inc. ",17.97,918711074.64,,,Finance,Banks,https://www.nasdaq.com/symbol/ubnk,
UFCS,"United Fire Group, Inc",50.92,1275559595.64,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ufcs,
UIHC,United Insurance Holdings Corp.,20.72,887275714.64,,,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/uihc,
UNFI,"United Natural Foods, Inc.",35.1,1771094543.4,,1996.0,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/unfi,
UBFO,United Security Bancshares,11.05,186762878.9,,,Finance,Major Banks,https://www.nasdaq.com/symbol/ubfo,
USLM,"United States Lime & Minerals, Inc.",76.8,429922560.0,,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/uslm,
UTHR,United Therapeutics Corporation,123.92,5398330181.92,,1999.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/uthr,
UG,"United-Guardian, Inc.",18.695,85890793.705,,,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ug,
UNIT,Uniti Group Inc.,20.58,3615638254.2,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/unit,
UNTY,"Unity Bancorp, Inc.",24.6,264107346.6,,,Finance,Major Banks,https://www.nasdaq.com/symbol/unty,
UBX,"Unity Biotechnology, Inc.",17.9,757433810.2,,2018.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ubx,
OLED,Universal Display Corporation,122.0,5745476052.0,,,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/oled,
